RamanShift,LTA_equal,LTA_manual
201.0,0.08960104650578882,0.11828638133866412
202.0,0.09667515688657939,0.1279322716649535
203.0,0.10525469886558839,0.13853564362634965
204.0,0.1138342408445974,0.14913901558774578
205.0,0.12200243057039792,0.15911555730859622
206.0,0.12933545056998733,0.16781944369258123
207.0,0.13666847056957676,0.1765233300765663
208.0,0.14400149056916617,0.1852272164605513
209.0,0.15133451056875558,0.19393110284453632
210.0,0.16425159337876027,0.20608240380539014
211.0,0.18321807756671438,0.22196840389118477
212.0,0.20218456175466848,0.23785440397697946
213.0,0.22115104594262255,0.25374040406277415
214.0,0.23211176866251879,0.25742699756301446
215.0,0.23773531707037626,0.2529806533395516
216.0,0.2433588654782338,0.24853430911608881
217.0,0.24898241388609127,0.24408796489262596
218.0,0.26798233509876973,0.24792605722144742
219.0,0.2921841790688785,0.25498587487615715
220.0,0.31638602303898733,0.26204569253086696
221.0,0.3405878670090961,0.2691055101855767
222.0,0.364789710979205,0.2761653278402865
223.0,0.4021659555828503,0.30330067116369774
224.0,0.44151078878690914,0.3334358056789839
225.0,0.48085562199096793,0.36357094019427005
226.0,0.4518077433009147,0.3526509714270601
227.0,0.41991016828194067,0.3400203733564131
228.0,0.38801259326296667,0.3273897752857662
229.0,0.3561150182439927,0.31475917721511926
230.0,0.32421744322501866,0.3021285791444723
231.0,0.2984370751698191,0.2988195546951254
232.0,0.3102338356063717,0.3527716253480427
233.0,0.33250252379674117,0.4140642389442901
234.0,0.39665892300237376,0.5047190243138551
235.0,0.46081532220800636,0.5953738096834201
236.0,0.5249717214136389,0.6860285950529849
237.0,0.5891281206192714,0.7766833804225498
238.0,0.653284519824904,0.8673381657921149
239.0,0.7174409190305365,0.9579929511616797
240.0,0.7496726363347361,1.0
241.0,0.7353347659333845,0.9709019455439379
242.0,0.7201961059701657,0.9404041152205438
243.0,0.7050574460069465,0.9099062848971496
244.0,0.6899187860437276,0.8794084545737557
245.0,0.6747801260805085,0.8489106242503616
246.0,0.6596414661172894,0.8184127939269674
247.0,0.6445028061540704,0.7879149636035735
248.0,0.6293641461908512,0.7574171332801793
249.0,0.5884677278030703,0.7062075883878939
250.0,0.5354500113331432,0.6452513542867186
251.0,0.48243229486321587,0.5842951201855435
252.0,0.4294145783932886,0.5233388860843684
253.0,0.37639686192336125,0.4623826519831932
254.0,0.323379145453434,0.4014264178820181
255.0,0.2703614289835066,0.3404701837808429
256.0,0.21734371251357937,0.27951394967966775
257.0,0.1890693755488439,0.2407459829131821
258.0,0.17818699504338775,0.22713112121574952
259.0,0.16810673865590214,0.2147385590192757
260.0,0.15802648226841653,0.20234599682280183
261.0,0.14794622588093093,0.18995343462632797
262.0,0.13786596949344535,0.17756087242985413
263.0,0.1277857131059597,0.16516831023338027
264.0,0.11887705443829108,0.1538325339066594
265.0,0.11611928379966059,0.1480448833961409
266.0,0.11426887624017039,0.14363989850304296
267.0,0.11563548323399553,0.1441370917080716
268.0,0.1170020902278207,0.14463428491310026
269.0,0.11836869722164586,0.1451314781181289
270.0,0.11973530421547103,0.14562867132315754
271.0,0.12110191120929618,0.14612586452818618
272.0,0.12132360504532164,0.145558433925395
273.0,0.11982792914464767,0.14339406761087423
274.0,0.11833225324397374,0.14122970129635345
275.0,0.12769916699607844,0.15561805745239485
276.0,0.14837204140719726,0.18723475740432688
277.0,0.16904491581831602,0.21885145735625888
278.0,0.18971779022943483,0.2504681573081909
279.0,0.21039066464055364,0.2820848572601229
280.0,0.2293734328345316,0.3121166353127604
281.0,0.2474055162813678,0.3412568947970446
282.0,0.265437599728204,0.37039715428132874
283.0,0.2834696831750402,0.39953741376561297
284.0,0.2767909843602323,0.3910226817716122
285.0,0.2623088806206943,0.37061689983709983
286.0,0.24782677688115626,0.3502111179025874
287.0,0.23334467314161822,0.32980533596807504
288.0,0.2238367934126744,0.3137188772858341
289.0,0.21500721695790265,0.298221417228903
290.0,0.20617764050313084,0.2827239571719718
291.0,0.197348064048359,0.26722649711504065
292.0,0.18852607336553318,0.251740596472739
293.0,0.1799493559756269,0.23662845023679108
294.0,0.17137263858572063,0.2215163040008431
295.0,0.1642766729015963,0.20755797275195356
296.0,0.16803955305987273,0.20206095140815836
297.0,0.17180243321814917,0.19656393006436312
298.0,0.17556531337642559,0.19106690872056792
299.0,0.17932819353470197,0.1855698873767727
300.0,0.18309107369297842,0.1800728660329775
301.0,0.1899254386738962,0.17925626045253773
302.0,0.2039266015743102,0.1893606249865934
303.0,0.22787772370889559,0.2099720556969898
304.0,0.26951766225978463,0.24926271516532422
305.0,0.3111576008106737,0.28855337463365865
306.0,0.35279753936156266,0.32784403410199303
307.0,0.39443747791245176,0.3671346935703275
308.0,0.43607741646334075,0.40642535303866184
309.0,0.4777173550142299,0.4457160125069964
310.0,0.5216596970366046,0.48851513974378896
311.0,0.5211528493827284,0.49079351549872935
312.0,0.4898552747017186,0.46429356437052294
313.0,0.45855770002070867,0.43779361324231647
314.0,0.4272601253396987,0.41129366211411006
315.0,0.39596255065868885,0.38479371098590376
316.0,0.36466497597767894,0.35829375985769735
317.0,0.3333674012966691,0.33179380872949094
318.0,0.30206982661565923,0.3052938576012845
319.0,0.32440611059422975,0.32725987025490555
320.0,0.3569583676508133,0.35845749505744384
321.0,0.3895106247073968,0.38965511985998214
322.0,0.4220628817639803,0.4208527446625205
323.0,0.4546151388205639,0.4520503694650587
324.0,0.48716739587714736,0.48324799426759696
325.0,0.5197196529337309,0.5144456190701353
326.0,0.5474976004898165,0.5412729073299484
327.0,0.5203308158775513,0.517780108723776
328.0,0.49283899588141117,0.4937920119728359
329.0,0.4653471758852711,0.46980391522189585
330.0,0.437855355889131,0.4458158184709559
331.0,0.4103635358929908,0.42182772172001587
332.0,0.3828717158968507,0.39783962496907577
333.0,0.3553798959007106,0.37385152821813583
334.0,0.34286179502416425,0.3635442251177423
335.0,0.3621628472767557,0.38230860852476123
336.0,0.39253672018240443,0.41794607036842
337.0,0.44097677415356806,0.48111329176659695
338.0,0.48941682812473164,0.5442805131647738
339.0,0.5378568820958952,0.6074477345629506
340.0,0.5862969360670588,0.6706149559611276
341.0,0.6347369900382225,0.7337821773593045
342.0,0.6569483673536318,0.7729420944677617
343.0,0.658551498725235,0.7932391296342967
344.0,0.660154630096838,0.8135361648008314
345.0,0.6210353680243738,0.7717792608457444
346.0,0.5599886633281843,0.6966086973636352
347.0,0.4989419586319949,0.621438133881526
348.0,0.4378952539358054,0.5462675703994169
349.0,0.3768485492396161,0.47109700691730777
350.0,0.3567408403145162,0.4332540605200324
351.0,0.34686788033218807,0.40474301839396487
352.0,0.3369949203498599,0.37623197626789734
353.0,0.3271219603675317,0.34772093414182975
354.0,0.3421242176133593,0.357115454163853
355.0,0.35928953722685203,0.3698061100248399
356.0,0.3764548568403448,0.3824967658858269
357.0,0.39162081007916216,0.3933349660540081
358.0,0.35880197032579275,0.35971422959487637
359.0,0.32598313057242334,0.3260934931357446
360.0,0.29316429081905393,0.2924727566766128
361.0,0.26034545106568446,0.25885202021748105
362.0,0.22925021657493286,0.22785776238571923
363.0,0.2055029834669204,0.20806059764958726
364.0,0.18175575035890792,0.1882634329134553
365.0,0.1707917230874695,0.1787639178334487
366.0,0.1926987965386453,0.19574407329776045
367.0,0.21460586998982115,0.21272422876207223
368.0,0.23651294344099694,0.22970438422638398
369.0,0.25842001689217275,0.2466845396906957
370.0,0.2803270903433486,0.26366469515500746
371.0,0.3094974475712608,0.29171284862203317
372.0,0.34719426836316675,0.33275386930963413
373.0,0.36923447494923545,0.3650587818993809
374.0,0.37682242226837637,0.3892995947064923
375.0,0.38441036958751723,0.41354040751360377
376.0,0.3919983169066581,0.43778122032071515
377.0,0.399586264225799,0.46202203312782664
378.0,0.4071742115449399,0.486262845934938
379.0,0.4147621588640808,0.5105036587420495
380.0,0.3963055569157804,0.4950570480456356
381.0,0.36998656656126894,0.4639262808905159
382.0,0.34422669002031525,0.4324780675051563
383.0,0.31846681347936157,0.40102985411979664
384.0,0.29270693693840794,0.36958164073443706
385.0,0.2669470603974542,0.3381334273490775
386.0,0.24118718385650054,0.3066852139637179
387.0,0.21542730731554688,0.2752370005783583
388.0,0.1896674307745932,0.24378878719299865
389.0,0.20223272875000983,0.2553112556780319
390.0,0.21479802672542647,0.26683372416306517
391.0,0.2273633247008431,0.2783561926480984
392.0,0.2399286226762598,0.28987866113313165
393.0,0.2524939206516765,0.30140112961816495
394.0,0.2650592186270931,0.3129235981031982
395.0,0.27762451660250975,0.32444606658823144
396.0,0.28507039951059804,0.33124060238250225
397.0,0.2749204226417644,0.32095379571480737
398.0,0.26102749587226637,0.30496337573690446
399.0,0.24713456910276838,0.2889729557590016
400.0,0.23324164233327035,0.27298253578109877
401.0,0.2193487155637724,0.25699211580319586
402.0,0.20545578879427437,0.241001695825293
403.0,0.19156286202477638,0.2250112758473902
404.0,0.17816833631362156,0.20944872711601087
405.0,0.16531374508233845,0.19434970556836545
406.0,0.15247855082196013,0.17928024167560885
407.0,0.1396598799071673,0.1642359565259057
408.0,0.1268412089923745,0.14919167137620254
409.0,0.11402253807758164,0.13414738622649935
410.0,0.10120386716278881,0.11910310107679621
411.0,0.088385196247996,0.10405881592709305
412.0,0.08198824784182937,0.09486476906402412
413.0,0.07808863596679481,0.0879458148679793
414.0,0.07418902409176026,0.08102686067193449
415.0,0.07403221860735039,0.07981130110142536
416.0,0.07475335536271668,0.0799335748381406
417.0,0.07547449211808298,0.08005584857485587
418.0,0.07619562887344927,0.08017812231157113
419.0,0.07691676562881557,0.08030039604828641
420.0,0.09102379485608061,0.09265519373219379
421.0,0.10568856960300758,0.10551967991390036
422.0,0.12035334434993455,0.11838416609560694
423.0,0.13508955711185505,0.1313575115524803
424.0,0.1506473070462013,0.14558273867377197
425.0,0.16620505698054755,0.1598079657950637
426.0,0.1817628069148938,0.17403319291635538
427.0,0.2025793882436326,0.1930648884492118
428.0,0.24443129514994322,0.2313224576283285
429.0,0.2862832020562538,0.26958002680744525
