raman_shift,intensity
200.839100642937,0.1197610372212531
202.752477416265,0.11254872437602215
204.665128695269,0.1115822405188202
206.577054818363,0.11562694670749421
208.488256123717,0.12344820399989118
210.398732949297,0.13381137345385843
212.308485632848,0.14771761189886692
214.217514511893,0.15458860196444357
216.125819923733,0.16412135608356535
218.033402205458,0.1725288516643985
219.940261693931,0.18078999074134305
221.8463987258,0.1835974813135745
223.751813637493,0.18114451703688184
225.656506765223,0.1748691469908756
227.560478444981,0.16521453324493426
229.463729012537,0.14995261126350015
231.366258803453,0.1292895789603615
233.268068153067,0.10504377438623673
235.169157396496,0.0813830139221376
237.069526868645,0.058656882995221156
238.9691769042,0.042252299850518205
240.868107837636,0.029683598229712938
242.766320003197,0.019138651515349776
244.66381373492,0.008633766633533284
246.560589366629,0.004433038765064162
248.456647231922,0.003130817177645487
250.351987664188,0.0009236846121580998
252.246610996595,0.0015095849553698455
254.140517562102,0.003686235228287375
256.033707693441,0.002985069913130538
257.926181723144,0.009045584668088167
259.817939983512,0.014173350230870126
261.708982806638,0.015620546536639824
263.599310524403,0.015660045843190702
265.488923468469,0.013599128123224112
267.377821970284,0.012455123386913534
269.26600636108,0.004821627671339524
271.153476971878,0.00284531921244369
273.040234133483,0.0017474465154868602
274.926278176486,0.0
276.811609431265,0.0
278.69622822798,0.002870122986633134
280.580134896583,0.004616470084858621
282.463329766813,0.004921684069385728
284.345813168189,0.0038119786014269652
286.227585430024,0.0
288.108646881416,0.0
289.988997851247,0.002832635854894564
291.868638668191,0.007129732092141325
293.747569660709,0.006447661938680466
295.625791157048,0.008463113232197563
297.503303485239,0.014445770109453065
299.380106973114,0.01918698824294149
301.256201948281,0.023304699312494834
303.131588738137,0.027896637166986583
305.006267669878,0.0279581958077745
306.880239070475,0.033368177501891826
308.753503266698,0.03537189539296819
310.626060585104,0.038311983496426213
312.49791135204,0.037427487018355826
314.369055893634,0.03928254988920191
316.239494535816,0.040973615309972525
318.109227604295,0.042630066160430254
319.978255424579,0.04275565514596009
321.846578321964,0.047607055660209195
323.714196621529,0.05002981883906929
325.581110648151,0.05549850183152511
327.447320726491,0.053240508711386324
329.312827181013,0.05307436957673256
331.177630335957,0.05287423938833107
333.041730515366,0.04990767907811014
334.905128043067,0.04766304737008515
336.767823242679,0.04068002859085211
338.629816437613,0.03624736296515077
340.491107951078,0.038427099159778766
342.351698106067,0.04152514852914209
344.211587225367,0.0450860313049734
346.070775631559,0.04593590614157972
347.929263647009,0.04713955945585654
349.787051593894,0.05003273768234477
351.644139794162,0.050840147593174734
353.500528569564,0.051830190732686444
355.356218241648,0.046333291669562494
357.211209131747,0.044202776026320965
359.065501560986,0.043694669910273376
360.919095850299,0.04750842577953324
362.771992320395,0.050499835996036975
364.624191291785,0.05039954627831986
366.475693084774,0.049824980632472086
368.326498019464,0.048825362014095965
370.176606415744,0.048113946735335617
372.026018593304,0.04503743863223154
373.874734871624,0.04033444139560975
375.722755569981,0.03673170718707568
377.570081007447,0.03625272157405369
379.416711502885,0.037378900370240435
381.262647374964,0.03898469038955384
383.107888942135,0.03429109612821523
384.952436522655,0.03552265928999951
386.79629043457,0.03278977740166373
388.639450995721,0.0363668678200023
390.481918523754,0.03881325976893072
392.323693336104,0.04407717027702153
394.164775750001,0.053070303046175514
396.005166082479,0.06149823339982461
397.844864650357,0.0664928666888231
399.683871770265,0.07265296759006092
401.522187758617,0.08012158102801556
403.359812931632,0.09014517352477083
405.196747605327,0.09530600884197259
407.032992095506,0.09503275133212169
408.868546717782,0.09387895791465856
410.703411787561,0.0968288500359017
412.537587620049,0.10059191379315176
414.371074530249,0.097693708619764
416.203872832957,0.09490213840867061
418.035982842777,0.09291168218848203
419.867404874105,0.09404639761720666
421.698139241136,0.09199466502009353
423.528186257867,0.08883883876100501
425.357546238092,0.08356888975839229
427.186219495403,0.08156000789405554
429.014206343187,0.0830113622458817
430.841507094647,0.08170677436479751
432.668122062767,0.0760628739077476
434.494051560343,0.06884343549700289
436.319295899961,0.06061606593774967
438.14385539401,0.05280931700687636
439.967730354691,0.04506524941326297
441.790921093985,0.0395275522797836
443.613427923692,0.03853761614831304
445.435251155401,0.03920930860720221
447.256391100504,0.0445595406543761
449.076848070199,0.04459268286976647
450.89662237548,0.04596873604116116
452.715714327145,0.047290486674461306
454.534124235792,0.05099082325595926
456.351852411821,0.05133250150630272
458.16889916543,0.04721227706698971
459.985264806626,0.040993291513247355
461.800949645216,0.040088701191556386
463.615953990806,0.03887059514531699
465.430278152804,0.03663548115125668
467.243922440422,0.031199643985289377
469.056887162678,0.028208757133146727
470.869172628391,0.026636411229434616
472.680779146182,0.028578283653295893
474.491707024468,0.025424610026646508
476.301956571482,0.026494262063382682
478.111528095253,0.027520264874279013
479.920421903618,0.026346221011413984
481.72863830421,0.020408813598613844
483.536177604474,0.01375658327953467
485.343040111651,0.010803783465325276
487.149226132797,0.0070901158541136645
488.954735974761,0.006790191955342195
490.759569944203,0.006220740923791771
492.563728347586,0.004953336887884909
494.367211491179,0.007659921878081088
496.170019681054,0.011532921578343387
497.972153223085,0.01277228810772582
499.77361242296,0.013597903173475078
501.574397586164,0.013046164859826322
503.374509017991,0.013016456390460788
505.173947023542,0.01244060549989203
506.972711907716,0.016974038692296196
508.770803975232,0.01646680962491916
510.568223530603,0.020380685422195306
512.364970878152,0.023975102424928844
514.161046322009,0.03479025042543112
515.956450166112,0.04167063320711644
517.751182714195,0.04882476417862001
519.545244269821,0.04813088070442423
521.338635136335,0.046530105266898825
523.131355616908,0.045961080553992825
524.923406014505,0.04740561131378286
526.714786631906,0.04333740742822816
528.505497771697,0.04713826902050338
530.295539736278,0.05206836235351291
532.084912827839,0.055182297170237794
533.873617348396,0.05390829862359757
535.661653599765,0.05852547150743986
537.449021883567,0.05857598048314033
539.235722501244,0.06428265809631066
541.021755754035,0.06587190205445899
542.807121942988,0.06749232511386313
544.591821368967,0.06947233197283519
546.37585433264,0.07506153458626524
548.159221134483,0.07875698966364607
549.941922074791,0.07742385926776764
551.723957453652,0.07174868766927509
553.505327570978,0.06646682272497483
555.286032726481,0.06300648816217265
557.066073219688,0.059039488476507446
558.845449349939,0.0515418871831642
560.624161416377,0.046365113512010364
562.40220971796,0.0454829404503118
564.179594553454,0.04496093843011309
565.956316221434,0.047483661695543855
567.732375020294,0.04911350200018467
569.507771248231,0.04229352043807674
571.282505203249,0.04222751929143768
573.056577183179,0.045477489996097895
574.829987485648,0.03972925573798554
576.6027364081,0.03239246941135238
578.374824247796,0.021441569274174073
580.146251301796,0.013657815364644204
581.917017866981,0.008031128498035665
583.687124240043,0.004853788049124617
585.45657071749,0.0011094180708268225
587.225357595635,0.0
588.9934851706,0.004917430607999972
590.760953738332,0.014883193996938819
592.527763594586,0.02337915811582403
594.293915034921,0.03133254926823804
596.059408354722,0.034946647015114636
597.824243849183,0.04361792159743832
599.588421813303,0.04621827050301663
601.351942541907,0.04708026947481171
603.114806329624,0.04775790916159329
604.877013470903,0.04254156281340445
606.638564260005,0.040549147114650144
608.399458991002,0.04103705047487762
610.159697957783,0.049254246674717825
611.919281454051,0.07159552810977352
613.678209773321,0.10893021764625756
615.436483208929,0.14636187109401477
617.194102054018,0.16740248085917514
618.951066601549,0.17848285631077654
620.707377144301,0.17468689628777959
622.463033974862,0.15519364900777663
624.218037385641,0.12326384150176226
625.972387668859,0.09151256784981779
627.726085116552,0.0655971668033292
629.479130020578,0.05351138448111118
631.231522672599,0.05192465029522783
632.983263364104,0.04930139429516662
634.734352386393,0.04686421470036829
636.484790030583,0.05068247150745586
638.234576587611,0.05286248951085975
639.983712348219,0.05358562745106263
641.73219760298,0.05724172042745243
643.480032642277,0.05958294911796562
645.227217756308,0.06214369344053349
646.973753235096,0.05687335390727163
648.719639368464,0.04778297109002066
650.464876446078,0.042607107504726384
652.209464757396,0.036234190180994906
653.95340459171,0.03388010211767776
655.696696238127,0.02936747300200878
657.439339985565,0.020489292018364438
659.181336122767,0.02409081964432394
660.92268493829,0.026118532717439965
662.663386720513,0.0308306741349965
664.403441757631,0.031209907159317273
666.142850337659,0.027423660012703653
667.881612748426,0.024438967367716394
669.619729277587,0.02000996481637138
671.357200212613,0.016167821280070868
673.09402584079,0.013307397009796192
674.830206449229,0.00647283271567802
676.565742324861,0.0027001963563579043
678.300633754428,0.004137599472581366
680.0348810245,0.006486145380402706
681.768484421467,0.00946725462810546
683.501444231533,0.003186897560531915
685.233760740726,0.0
